datetime,open,high,low,close,volume
2022-02-26,39242.71,40300.5,38592.04,39137.8,8601.67109728
2022-02-27,39146.97,39875.71,37020.0,37717.08,14440.23638182
2022-02-28,37716.57,44240.77,37455.71,43192.66,25699.68423401
2022-03-01,43189.61,44993.12,42850.0,44439.95,22596.96095342
2022-03-02,44440.0,45426.45,43342.16,43912.34,17466.98591437
2022-03-03,43916.47,44096.45,41811.0,42464.41,19278.28224695
2022-03-04,42464.41,42524.87,38577.01,39166.51,24080.60599433
2022-03-05,39166.5,39600.0,38587.27,39402.43,8440.51638896
2022-03-06,39407.87,39730.5,38091.02,38408.38,10099.98545246
2022-03-07,38406.82,39556.58,37161.88,37994.0,19544.28414901
2022-03-08,37991.05,39376.65,37851.54,38749.38,19132.76914326
2022-03-09,38749.16,42597.84,38655.98,41953.97,24651.67344036
2022-03-10,41949.28,42053.84,38560.85,39433.71,20814.01456026
2022-03-11,39431.4,40251.51,38234.08,38732.04,15908.57521389
2022-03-12,38732.33,39472.17,38654.02,38813.02,5644.14686801
2022-03-13,38815.56,39318.19,37580.86,37793.01,8046.37612453
2022-03-14,37793.4,39906.39,37560.4,39674.17,13566.81093809
2022-03-15,39678.51,39900.0,38135.0,39298.1,14924.67641882
2022-03-16,39298.11,41717.67,38850.0,41127.97,22805.48259593
2022-03-17,41127.96,41486.0,40521.0,40950.33,15717.77421989
2022-03-18,40950.23,42396.04,40130.0,41774.98,17181.15226772
2022-03-19,41781.37,42429.0,41534.89,42232.26,8630.97283924
2022-03-20,42232.05,42330.1,40918.72,41287.24,7621.03036678
2022-03-21,41287.24,41578.33,40509.0,41017.71,10996.47661055
2022-03-22,41017.7,43389.79,40885.19,42378.26,19913.28660924
2022-03-23,42376.03,43036.95,41766.79,42899.71,13745.27563632
2022-03-24,42899.71,44241.0,42627.48,44012.29,21827.93263859
2022-03-25,44012.36,45130.91,43605.8,44331.85,19128.13735444
2022-03-26,44336.19,44820.58,44091.09,44539.42,7305.17827992
2022-03-27,44538.21,46950.0,44437.22,46850.01,10356.10317002
2022-03-28,46850.01,48240.0,46662.28,47144.92,18787.66318707
2022-03-29,47146.92,48124.94,46589.0,47454.19,15776.65108647
2022-03-30,47448.41,47717.01,46544.89,47078.03,12672.44584707
2022-03-31,47078.02,47624.09,45211.0,45528.45,17454.79144251
2022-04-01,45525.25,46739.24,44232.86,46296.34,18111.13598043
2022-04-02,46296.36,47219.46,45642.89,45826.27,8380.14274375
2022-04-03,45826.24,47469.4,45552.07,46422.16,8773.77185888
2022-04-04,46420.08,46900.0,45129.93,46596.83,13802.44111729
